CNS,COD_MCPIO,MCPIO
77.38,15022,Almeida
84.91,15047,Aquitania
90.02,15051,Arcabuco
100.61,15087,Belén
100.0,15090,Berbeo
73.27,15092,Betéitiva
75.64,15097,Boavita
76.57,15104,Boyacá
88.97,15106,Briceño
95.9,15109,Buenavista
68.63,15114,Busbanzá
73.27,15131,Caldas
64.11,15135,Campohermoso
93.81,15162,Cerinza
83.14,15172,Chinavita
92.74,15176,Chiquinquirá
76.31,15180,Chiscas
81.62,15183,Chita
76.46,15185,Chitaraque
75.26,15187,Chivatá
84.66,15189,Ciénega
88.29,15204,Cómbita
68.0,15212,Coper
91.11,15215,Corrales
83.52,15218,Covarachía
27.85,15223,Cubará
99.19,15224,Cucaita
89.68,15226,Cuítiva
74.62,15232,Chíquiza
65.43,15236,Chivor
96.52,15238,Duitama
97.64,15244,El Cocuy
85.88,15248,El Espino
76.23,15272,Firavitoba
87.43,15276,Floresta
105.59,15293,Gachantivá
84.36,15296,Gameza
83.16,15299,Garagoa
69.83,15317,Guacamayas
91.95,15322,Guateque
86.11,15325,Guayatá
62.26,15332,Güicán
91.15,15362,Iza
79.8,15367,Jenesano
82.4,15368,Jericó
74.53,15377,Labranzagrande
77.92,15380,La Capilla
101.56,15401,La Victoria
84.83,15403,La Uvita
102.11,15407,Villa de Leyva
65.98,15425,Macanal
66.42,15442,Maripí
77.18,15455,Miraflores
79.81,15464,Mongua
89.07,15466,Monguí
82.85,15469,Moniquirá
69.88,15476,Motavita
83.78,15480,Muzo
82.11,15491,Nobsa
88.37,15494,Nuevo Colón
64.1,15500,Oicatá
73.85,15507,Otanche
58.52,15511,Pachavita
76.65,15514,Páez
94.81,15516,Paipa
73.51,15518,Pajarito
97.09,15522,Panqueba
81.6,15531,Pauna
52.58,15533,Paya
79.12,15537,Paz de Río
71.19,15542,Pesca
60.15,15550,Pisba
94.34,15572,Puerto Boyacá
79.34,15580,Quípama
90.3,15599,Ramiriquí
64.53,15600,Ráquira
76.83,15621,Rondón
74.74,15632,Saboyá
69.19,15638,Sáchica
106.21,15646,Samacá
104.6,15660,San Eduardo
75.44,15664,San José de Pare
90.14,15667,San Luis de Gaceno
94.59,15673,San Mateo
115.49,15676,San Miguel de Sema
74.34,15681,San Pablo de Borbur
86.32,15686,Santana
81.11,15690,Santa María
72.69,15693,Santa Rosa de Viterbo
74.47,15696,Santa Sofía
64.52,15720,Sativanorte
119.05,15723,Sativasur
93.9,15740,Siachoque
93.6,15753,Soatá
84.65,15755,Socotá
103.53,15757,Socha
105.86,15759,Sogamoso
104.41,15761,Somondoco
87.38,15762,Sora
64.15,15763,Sotaquirá
124.53,15764,Soracá
70.3,15774,Susacón
76.9,15776,Sutamarchán
56.67,15778,Sutatenza
81.55,15790,Tasco
84.13,15798,Tenza
72.9,15804,Tibaná
82.46,15806,Tibasosa
80.41,15808,Tinjacá
82.46,15810,Tipacoque
87.86,15814,Toca
90.6,15816,Togüí
80.41,15820,Tópaga
83.02,15822,Tota
101.08,15832,Tununguá
129.57,15835,Turmequé
109.19,15837,Tuta
77.42,15839,Tutazá
70.46,15842,Umbita
83.01,15861,Ventaquemada
57.58,15879,Viracachá
91.59,15897,Zetaquira
74.95,17001,Manizales
79.65,17013,Aguadas
73.41,17042,Anserma
86.45,17050,Aranzazu
70.46,17088,Belalcázar
83.19,17174,Chinchiná
65.54,17272,Filadelfia
74.58,17380,La Dorada
86.81,17388,La Merced
73.99,17433,Manzanares
74.71,17442,Marmato
81.74,17444,Marquetalia
58.57,17446,Marulanda
87.29,17486,Neira
86.24,17495,Norcasia
76.2,17513,Pácora
80.27,17524,Palestina
76.28,17541,Pensilvania
84.59,17614,Riosucio
89.92,17616,Risaralda
64.98,17653,Salamina
80.03,17662,Samaná
90.15,17665,San José
73.47,17777,Supía
73.08,17867,Victoria
76.27,17873,Villamaría
80.49,17877,Viterbo
80.3,18001,Florencia
65.07,18029,Albania
52.82,18094,Belén de los Andaquies
64.78,18150,Cartagena del Chairá
73.75,18205,Curillo
75.18,18247,El Doncello
49.77,18256,El Paujil
59.51,18410,La Montañita
45.96,18460,Milán
71.84,18479,Morelia
59.16,18592,Puerto Rico
66.5,18610,San José del Fragua
72.96,18753,San Vicente del Caguán
41.09,18756,Solano
67.07,18785,Solita
49.42,18860,Valparaíso
92.51,19001,Popayán
56.4,19022,Almaguer
72.47,19050,Argelia
60.95,19075,Balboa
74.75,19100,Bolívar
60.48,19110,Buenos Aires
60.64,19130,Cajibío
71.39,19137,Caldono
82.68,19142,Caloto
78.35,19212,Corinto
69.89,19256,El Tambo
94.69,19290,Florencia
63.37,19300,Guachene
53.05,19318,Guapi
80.68,19355,Inzá
77.32,19364,Jambaló
75.12,19392,La Sierra
43.81,19397,La Vega
43.16,19418,López
53.76,19450,Mercaderes
83.9,19455,Miranda
56.8,19473,Morales
68.49,19513,Padilla
49.85,19517,Paez
72.03,19532,Patía
47.72,19533,Piamonte
76.67,19548,Piendamó
89.69,19573,Puerto Tejada
56.46,19585,Puracé
71.75,19622,Rosas
51.39,19693,San Sebastián
81.77,19698,Santander de Quilichao
60.51,19701,Santa Rosa
56.62,19743,Silvia
49.71,19760,Sotara
47.87,19780,Suárez
46.22,19785,Sucre
69.63,19807,Timbío
33.46,19809,Timbiquí
62.05,19821,Toribio
54.8,19824,Totoró
62.19,19845,Villa Rica
75.86,20001,Valledupar
68.32,20011,Aguachica
77.58,20013,Agustín Codazzi
68.18,20032,Astrea
66.05,20045,Becerril
69.61,20060,Bosconia
67.01,20175,Chimichagua
76.99,20178,Chiriguaná
71.22,20228,Curumaní
74.83,20238,El Copey
81.37,20250,El Paso
53.72,20295,Gamarra
59.88,20310,González
65.86,20383,La Gloria
68.49,20400,La Jagua de Ibirico
89.96,20443,Manaure
68.76,20517,Pailitas
73.87,20550,Pelaya
38.02,20570,Pueblo Bello
74.17,20614,Río de Oro
76.14,20621,La Paz
63.47,20710,San Alberto
66.22,20750,San Diego
60.49,20770,San Martín
79.06,20787,Tamalameque
85.53,23001,Montería
70.4,23068,Ayapel
72.51,23079,Buenavista
90.45,23090,Canalete
85.81,23162,Cereté
63.44,23168,Chimá
86.43,23182,Chinú
83.06,23189,Ciénaga de Oro
65.79,23300,Cotorra
69.96,23350,La Apartada
91.48,23417,Lorica
67.72,23419,Los Córdobas
67.05,23464,Momil
81.84,23466,Montelíbano
67.47,23500,Moñitos
92.01,23555,Planeta Rica
71.22,23570,Pueblo Nuevo
71.47,23574,Puerto Escondido
70.42,23580,Puerto Libertador
84.0,23586,Purísima
83.78,23660,Sahagún
75.19,23670,San Andrés Sotavento
72.16,23672,San Antero
71.28,23675,San Bernardo del Viento
74.25,23678,San Carlos
64.12,23682,San José de Uré
67.07,23686,San Pelayo
85.02,23807,Tierralta
53.27,23815,Tuchín
86.87,23855,Valencia
77.47,25001,Agua de Dios
62.13,25019,Albán
82.62,25035,Anapoima
89.72,25040,Anolaima
80.6,25053,Arbeláez
84.35,25086,Beltrán
87.02,25095,Bituima
80.61,25099,Bojacá
64.86,25120,Cabrera
66.34,25123,Cachipay
76.86,25126,Cajicá
77.75,25148,Caparrapí
85.58,25151,Caqueza
76.54,25154,Carmen de Carupa
59.11,25168,Chaguaní
97.81,25175,Chía
74.49,25178,Chipaque
97.05,25181,Choachí
72.13,25183,Chocontá
86.92,25200,Cogua
184.63,25214,Cota
95.04,25224,Cucunubá
82.41,25245,El Colegio
66.56,25258,El Peñón
80.74,25260,El Rosal
80.71,25269,Facatativá
81.76,25279,Fomeque
84.72,25281,Fosca
97.1,25286,Funza
171.88,25288,Fúquene
86.97,25290,Fusagasugá
83.65,25293,Gachala
65.38,25295,Gachancipá
94.15,25297,Gachetá
77.62,25299,Gama
93.21,25307,Girardot
67.03,25312,Granada
80.27,25317,Guachetá
85.62,25320,Guaduas
66.44,68468,Molagavita
61.21,68498,Ocamonte
89.25,68500,Oiba
73.58,68502,Onzaga
85.26,68522,Palmar
82.14,68524,Palmas del Socorro
86.18,25322,Guasca
81.05,25324,Guataquí
80.39,25326,Guatavita
72.92,25328,Guayabal de Siquima
77.43,25335,Guayabetal
76.07,25339,Gutiérrez
95.04,25368,Jerusalén
73.06,25372,Junín
136.5,25377,La Calera
79.83,25386,La Mesa
77.92,25394,La Palma
68.33,25398,La Peña
83.21,25402,La Vega
86.48,25407,Lenguazaque
87.6,25426,Macheta
83.49,25430,Madrid
76.47,25436,Manta
84.18,25438,Medina
87.14,25473,Mosquera
86.92,25483,Nariño
87.78,25486,Nemocón
101.22,25488,Nilo
66.67,25489,Nimaima
87.58,25491,Nocaima
93.31,25506,Venecia
86.1,25513,Pacho
68.14,25518,Paime
74.92,25524,Pandi
82.75,25530,Paratebueno
112.1,25535,Pasca
94.16,25572,Puerto Salgar
56.68,25580,Pulí
94.14,25592,Quebradanegra
110.56,25594,Quetame
93.5,25596,Quipile
61.17,25599,Apulo
56.7,25612,Ricaurte
79.42,25645,San Antonio del Tequendama
92.88,25649,San Bernardo
71.08,25653,San Cayetano
68.37,25658,San Francisco
84.2,25662,San Juan de Río Seco
80.77,25718,Sasaima
88.25,25736,Sesquilé
94.14,25740,Sibaté
71.58,25743,Silvania
70.95,25745,Simijaca
79.48,25754,Soacha
92.26,25758,Sopó
117.76,25769,Subachoque
63.6,25772,Suesca
84.37,25777,Supatá
57.86,25779,Susa
66.82,25781,Sutatausa
90.25,25785,Tabio
94.21,25793,Tausa
76.59,25797,Tena
146.3,25799,Tenjo
84.25,25805,Tibacuy
94.44,25807,Tibirita
67.3,25815,Tocaima
88.71,25817,Tocancipá
77.73,25823,Topaipí
97.04,25839,Ubalá
83.8,25841,Ubaque
91.1,25843,Villa de San Diego de Ubate
76.16,25845,Une
77.12,25851,Útica
75.99,25862,Vergara
64.62,25867,Vianí
91.53,25871,Villagómez
98.39,25873,Villapinzón
92.25,25875,Villeta
93.01,25878,Viotá
73.08,25885,Yacopí
70.83,25898,Zipacón
85.07,25899,Zipaquirá
84.33,27001,Quibdó
64.95,27006,Acandí
31.41,27025,Alto Baudo
63.32,27050,Atrato
41.05,27073,Bagadó
74.75,27075,Bahía Solano
26.37,27077,Bajo Baudó
41.13,27099,Bojaya
56.71,27135,El Cantón del San Pablo
30.05,27150,Carmen del Darien
64.88,27160,Cértegui
78.46,27205,Condoto
67.75,27245,El Carmen de Atrato
24.27,27250,El Litoral del San Juan
91.82,27361,Istmina
32.49,27372,Juradó
57.24,27413,Lloró
16.19,27425,Medio Atrato
27.24,27430,Medio Baudó
56.91,27450,Medio San Juan
50.87,27491,Nóvita
23.75,27495,Nuquí
63.92,27580,Río Iro
60.83,27600,Río Quito
46.74,27615,Riosucio
60.61,27660,San José del Palmar
35.91,27745,Sipí
77.74,27787,Tadó
64.73,27800,Unguía
62.94,27810,Unión Panamericana
83.14,41001,Neiva
97.76,41006,Acevedo
75.61,41013,Agrado
74.07,41016,Aipe
76.15,41020,Algeciras
60.6,41026,Altamira
53.8,41078,Baraya
74.47,41132,Campoalegre
62.93,41206,Colombia
78.86,41244,Elías
82.98,41298,Garzón
89.71,41306,Gigante
82.26,41319,Guadalupe
70.26,41349,Hobo
87.55,41357,Iquira
78.89,41359,Isnos
75.52,41378,La Argentina
78.72,41396,La Plata
86.49,41483,Nátaga
73.08,41503,Oporapa
73.57,41518,Paicol
96.68,41524,Palermo
83.71,41530,Palestina
80.75,41548,Pital
86.83,41551,Pitalito
85.78,41615,Rivera
69.0,41660,Saladoblanco
79.43,41668,San Agustín
84.28,41676,Santa María
75.9,41770,Suaza
79.12,41791,Tarqui
81.09,41797,Tesalia
75.81,41799,Tello
67.84,41801,Teruel
73.9,41807,Timaná
80.19,41872,Villavieja
82.27,41885,Yaguará
82.25,44001,Riohacha
62.44,44035,Albania
58.91,44078,Barrancas
43.18,44090,Dibulla
58.98,44098,Distracción
62.52,44110,El Molino
78.96,44279,Fonseca
65.68,44378,Hatonuevo
47.45,44420,La Jagua del Pilar
66.0,44430,Maicao
40.32,44560,Manaure
72.73,44650,San Juan del Cesar
32.75,44847,Uribia
67.48,44855,Urumita
76.97,44874,Villanueva
86.52,47001,Santa Marta
66.55,47030,Algarrobo
55.4,47053,Aracataca
66.4,47058,Ariguaní
60.33,47161,Cerro San Antonio
63.04,47170,Chibolo
73.57,47189,Ciénaga
82.56,47205,Concordia
74.79,47245,El Banco
56.33,47258,El Piñon
72.74,47268,El Retén
76.92,47288,Fundación
80.78,47318,Guamal
64.78,47460,Nueva Granada
65.31,47541,Pedraza
77.05,47545,Pijiño del Carmen
70.74,47551,Pivijay
59.27,47555,Plato
53.11,47570,Puebloviejo
44.8,47605,Remolino
52.93,47660,Sabanas de San Angel
66.67,47675,Salamina
78.45,47692,San Sebastián de Buenavista
59.42,47703,San Zenón
66.98,47707,Santa Ana
65.66,47720,Santa Bárbara de Pinto
60.34,47745,Sitionuevo
70.6,47798,Tenerife
62.9,47960,Zapayán
70.23,47980,Zona Bananera
84.65,50001,Villavicencio
88.33,50006,Acacías
66.19,50110,Barranca de Upía
78.07,50124,Cabuyaro
74.2,50150,Castilla la Nueva
81.09,50223,Cubarral
92.04,50226,Cumaral
76.47,50245,El Calvario
76.37,50251,El Castillo
82.89,50270,El Dorado
75.08,50287,Fuente de Oro
89.07,50313,Granada
90.88,50318,Guamal
45.83,50325,Mapiripán
61.62,50330,Mesetas
37.12,50350,La Macarena
62.72,50370,Uribe
75.33,50400,Lejanías
67.47,50450,Puerto Concordia
71.56,50568,Puerto Gaitán
93.88,50573,Puerto López
57.76,50577,Puerto Lleras
69.91,50590,Puerto Rico
110.16,50606,Restrepo
77.3,50680,San Carlos de Guaroa
61.6,50683,San Juan de Arama
87.76,50686,San Juanito
76.38,50689,San Martín
81.29,50711,Vistahermosa
100.52,52001,Pasto
84.55,52019,Albán
110.49,52022,Aldana
78.79,52036,Ancuyá
79.68,52051,Arboleda
35.61,52079,Barbacoas
90.55,52083,Belén
63.41,52110,Buesaco
81.21,52203,Colón
60.18,52207,Consaca
50.49,52210,Contadero
73.87,52215,Córdoba
57.54,52224,Cuaspud
80.31,52227,Cumbal
100.53,52233,Cumbitara
64.92,52240,Chachagüí
46.72,52250,El Charco
70.9,52254,El Peñol
39.32,52256,El Rosario
83.83,52258,El Tablón de Gómez
81.56,52260,El Tambo
58.82,52287,Funes
81.2,52317,Guachucal
65.22,52320,Guaitarilla
95.33,52323,Gualmatán
85.91,52352,Iles
77.89,52354,Imués
96.04,52356,Ipiales
80.95,52378,La Cruz
83.4,52381,La Florida
61.64,52385,La Llanada
47.16,52390,La Tola
83.41,52399,La Unión
65.49,52405,Leiva
78.48,52411,Linares
96.47,52418,Los Andes
16.5,52427,Magüi
61.88,52435,Mallama
28.15,52473,Mosquera
67.39,52480,Nariño
38.72,52490,Olaya Herrera
72.01,52506,Ospina
27.64,52520,Francisco Pizarro
94.46,52540,Policarpa
103.18,52560,Potosí
65.05,52565,Providencia
84.65,52573,Puerres
97.34,52585,Pupiales
43.22,52612,Ricaurte
31.94,52621,Roberto Payán
75.72,52678,Samaniego
81.85,52683,Sandoná
74.65,52685,San Bernardo
81.95,52687,San Lorenzo
80.35,52693,San Pablo
71.46,52694,San Pedro de Cartago
24.13,52696,Santa Bárbara
51.16,52699,Santacruz
71.08,52720,Sapuyes
95.45,52786,Taminango
54.73,52788,Tangua
49.91,52835,San Andres de Tumaco
74.77,52838,Túquerres
72.54,52885,Yacuanquer
84.55,54001,Cúcuta
63.85,54003,Abrego
63.89,54051,Arboledas
73.41,54099,Bochalema
51.7,54109,Bucarasica
74.19,54125,Cácota
54.2,54128,Cachirá
79.26,54172,Chinácota
68.12,54174,Chitagá
73.59,54206,Convención
59.04,54223,Cucutilla
85.86,54239,Durania
38.56,54245,El Carmen
69.06,54250,El Tarra
81.47,54261,El Zulia
64.99,54313,Gramalote
52.66,54344,Hacarí
37.38,54347,Herrán
58.42,54377,Labateca
69.01,54385,La Esperanza
63.87,54398,La Playa
71.61,54405,Los Patios
51.16,54418,Lourdes
72.64,54480,Mutiscua
73.8,54498,Ocaña
76.69,54518,Pamplona
77.78,54520,Pamplonita
74.5,54553,Puerto Santander
81.31,54599,Ragonvalia
72.09,54660,Salazar
38.24,54670,San Calixto
69.81,54673,San Cayetano
75.58,54680,Santiago
60.9,54720,Sardinata
77.52,54743,Silos
63.16,54800,Teorama
76.91,54810,Tibú
78.09,54820,Toledo
52.74,54871,Villa Caro
79.36,54874,Villa del Rosario
89.67,63001,Armenia
58.97,63111,Buenavista
85.39,63130,Calarca
74.6,63190,Circasia
79.45,63212,Córdoba
92.66,63272,Filandia
97.34,63302,Génova
77.61,63401,La Tebaida
80.35,63470,Montenegro
147.12,63548,Pijao
91.14,63594,Quimbaya
128.28,63690,Salento
97.87,66001,Pereira
68.66,66045,Apía
69.74,66075,Balboa
78.21,66088,Belén de Umbría
82.12,66170,Dosquebradas
84.24,66318,Guática
77.12,66383,La Celia
97.05,66400,La Virginia
72.59,66440,Marsella
42.18,66456,Mistrató
48.96,66572,Pueblo Rico
84.88,66594,Quinchía
84.38,66682,Santa Rosa de Cabal
70.75,66687,Santuario
90.99,68001,Bucaramanga
81.82,68013,Aguada
62.22,68020,Albania
86.5,68051,Aratoca
77.03,68077,Barbosa
76.38,68079,Barichara
102.78,68081,Barrancabermeja
60.47,68092,Betulia
76.72,68101,Bolívar
78.95,68121,Cabrera
83.46,68132,California
81.09,68147,Capitanejo
71.92,68152,Carcasí
83.33,68160,Cepitá
90.33,68162,Cerrito
95.64,68167,Charalá
78.0,68169,Charta
77.6,68176,Chima
67.3,68179,Chipatá
78.01,68190,Cimitarra
63.25,68207,Concepción
73.76,68209,Confines
101.88,68211,Contratación
73.05,68217,Coromoro
77.91,68229,Curití
51.06,68235,El Carmen de Chucurí
70.63,68245,El Guacamayo
50.84,68250,El Peñón
76.3,68255,El Playón
52.08,68264,Encino
102.86,68266,Enciso
66.9,68271,Florián
80.53,68276,Floridablanca
81.03,68296,Galán
75.35,68298,Gambita
81.42,68307,Girón
65.67,68318,Guaca
93.87,68320,Guadalupe
61.11,68322,Guapotá
41.6,68324,Guavatá
69.54,68327,Güepsa
77.71,68344,Hato
88.93,05001,Medellín
67.03,05002,Abejorral
55.23,05004,Abriaquí
79.21,05021,Alejandría
67.96,05030,Amagá
58.79,05031,Amalfi
67.78,05034,Andes
85.35,05036,Angelópolis
65.64,05038,Angostura
62.9,05040,Anorí
81.46,05042,Santafé de Antioquia
58.82,05044,Anza
87.91,05045,Apartadó
78.12,05051,Arboletes
73.0,05055,Argelia
51.28,05059,Armenia
76.38,05079,Barbosa
89.63,05086,Belmira
77.09,05088,Bello
51.19,05091,Betania
70.17,05093,Betulia
67.96,05101,Ciudad Bolívar
51.36,05107,Briceño
64.15,05113,Buriticá
60.9,05120,Cáceres
66.56,05125,Caicedo
89.06,05129,Caldas
57.11,05134,Campamento
72.15,05138,Cañasgordas
60.0,05142,Caracolí
77.15,05145,Caramanta
82.06,05147,Carepa
82.85,05148,El Carmen de Viboral
63.05,05150,Carolina
80.09,05154,Caucasia
85.82,05172,Chigorodó
78.03,05190,Cisneros
95.81,05197,Cocorná
68.66,05206,Concepción
52.73,05209,Concordia
97.65,05212,Copacabana
68.47,05234,Dabeiba
91.45,05237,Don Matías
65.81,05240,Ebéjico
77.4,05250,El Bagre
78.97,05264,Entrerrios
90.73,05266,Envigado
61.54,05282,Fredonia
65.62,05284,Frontino
91.79,05306,Giraldo
84.44,05308,Girardota
66.78,05310,Gómez Plata
72.36,05313,Granada
64.81,05315,Guadalupe
67.41,05318,Guarne
98.11,05321,Guatape
83.88,05347,Heliconia
63.86,05353,Hispania
86.36,05360,Itagüí
60.25,05361,Ituango
85.07,05364,Jardín
70.89,05368,Jericó
79.95,05376,La Ceja
110.94,05380,La Estrella
74.77,05390,La Pintada
84.48,05400,La Unión
78.62,05411,Liborina
86.32,05425,Maceo
86.02,05440,Marinilla
71.0,05467,Montebello
22.64,05475,Murindó
76.76,05480,Mutatá
57.33,05483,Nariño
98.59,05490,Necoclí
66.15,05495,Nechí
73.08,05501,Olaya
79.24,05541,Peñol
57.97,05543,Peque
57.09,05576,Pueblorrico
73.51,05579,Puerto Berrío
65.3,05585,Puerto Nare
76.69,05591,Puerto Triunfo
86.25,05604,Remedios
89.07,05607,Retiro
89.06,05615,Rionegro
64.5,05628,Sabanalarga
103.75,05631,Sabaneta
58.97,05642,Salgar
62.07,05647,San Andrés
83.55,05649,San Carlos
66.44,05652,San Francisco
68.88,05656,San Jerónimo
63.27,05658,San José de la Montaña
79.98,05659,San Juan de Urabá
83.49,05660,San Luis
106.01,05664,San Pedro
89.65,05665,San Pedro de Uraba
71.87,05667,San Rafael
71.31,05670,San Roque
71.3,05674,San Vicente
69.7,05679,Santa Bárbara
101.65,05686,Santa Rosa de Osos
92.93,05690,Santo Domingo
88.93,05697,El Santuario
63.22,05736,Segovia
71.74,05756,Sonson
78.03,05761,Sopetrán
74.77,05789,Támesis
57.75,05790,Tarazá
48.13,05792,Tarso
64.4,05809,Titiribí
75.27,05819,Toledo
96.2,05837,Turbo
58.95,05842,Uramita
63.69,05847,Urrao
66.24,05854,Valdivia
64.96,05856,Valparaíso
90.13,05858,Vegachí
76.2,05861,Venecia
47.79,05873,Vigía del Fuerte
56.98,05885,Yalí
77.01,05887,Yarumal
71.66,05890,Yolombó
59.8,05893,Yondó
80.64,05895,Zaragoza
90.59,08001,Barranquilla
83.04,08078,Baranoa
69.59,08137,Campo de la Cruz
69.88,08141,Candelaria
71.37,08296,Galapa
67.03,08372,Juan de Acosta
65.03,08421,Luruaco
74.14,08433,Malambo
63.28,08436,Manatí
81.73,08520,Palmar de Varela
52.03,08549,Piojó
60.82,08558,Polonuevo
59.79,08560,Ponedera
125.98,08573,Puerto Colombia
65.67,08606,Repelón
78.11,08634,Sabanagrande
79.98,08638,Sabanalarga
46.74,08675,Santa Lucía
52.76,08685,Santo Tomás
73.26,08758,Soledad
64.69,08770,Suan
46.98,08832,Tubará
50.58,08849,Usiacurí
89.19,11001,"Bogotá, D.C."
96.53,13001,Cartagena
80.96,13006,Achí
49.71,13030,Altos del Rosario
69.49,13042,Arenal
81.89,13052,Arjona
63.51,13062,Arroyohondo
80.81,13074,Barranco de Loba
82.42,13140,Calamar
67.63,13160,Cantagallo
69.28,13188,Cicuco
87.97,13212,Córdoba
62.01,13222,Clemencia
81.14,13244,El Carmen de Bolívar
72.53,13248,El Guamo
67.77,13268,El Peñón
69.17,13300,Hatillo de Loba
72.1,13430,Magangué
74.71,13433,Mahates
76.34,13440,Margarita
74.96,13442,María la Baja
46.6,13458,Montecristo
78.07,13468,Mompós
57.94,13473,Morales
48.34,13490,Norosi
70.33,13549,Pinillos
46.38,13580,Regidor
50.57,13600,Río Viejo
63.42,13620,San Cristóbal
76.64,13647,San Estanislao
46.99,13650,San Fernando
85.8,13654,San Jacinto
62.84,13655,San Jacinto del Cauca
83.21,13657,San Juan Nepomuceno
84.76,13667,San Martín de Loba
75.08,13670,San Pablo
86.2,13673,Santa Catalina
63.86,13683,Santa Rosa
76.04,13688,Santa Rosa del Sur
67.22,13744,Simití
65.68,13760,Soplaviento
75.98,13780,Talaigua Nuevo
79.47,13810,Tiquisio
75.52,13836,Turbaco
79.25,13838,Turbaná
66.72,13873,Villanueva
83.17,13894,Zambrano
98.63,15001,Tunja
80.23,15022,Almeida
91.93,15047,Aquitania
101.0,15051,Arcabuco
102.64,15087,Belén
88.42,15090,Berbeo
76.24,15092,Betéitiva
79.17,15097,Boavita
78.13,15104,Boyacá
87.07,15106,Briceño
87.12,15109,Buenavista
76.92,15114,Busbanzá
70.24,15131,Caldas
62.86,15135,Campohermoso
92.42,15162,Cerinza
74.57,15172,Chinavita
94.02,15176,Chiquinquirá
73.31,15180,Chiscas
82.95,15183,Chita
76.77,15185,Chitaraque
67.69,15187,Chivatá
85.71,15189,Ciénega
96.73,15204,Cómbita
61.33,15212,Coper
88.89,15215,Corrales
89.89,15218,Covarachía
29.77,15223,Cubará
91.9,15224,Cucaita
103.15,15226,Cuítiva
70.57,15232,Chíquiza
63.19,15236,Chivor
98.01,15238,Duitama
92.62,15244,El Cocuy
91.76,15248,El Espino
77.84,15272,Firavitoba
93.48,15276,Floresta
111.6,15293,Gachantivá
89.94,15296,Gameza
85.62,15299,Garagoa
59.65,15317,Guacamayas
91.75,15322,Guateque
87.71,15325,Guayatá
60.88,15332,Güicán
89.47,15362,Iza
76.67,15367,Jenesano
92.8,15368,Jericó
75.46,15377,Labranzagrande
80.39,15380,La Capilla
101.59,15401,La Victoria
81.38,15403,La Uvita
100.7,15407,Villa de Leyva
72.16,15425,Macanal
64.29,15442,Maripí
89.01,15455,Miraflores
90.22,15464,Mongua
91.33,15466,Monguí
86.58,15469,Moniquirá
65.63,15476,Motavita
82.8,15480,Muzo
84.26,15491,Nobsa
88.7,15494,Nuevo Colón
68.53,15500,Oicatá
72.84,15507,Otanche
67.15,15511,Pachavita
85.57,15514,Páez
93.58,15516,Paipa
70.86,15518,Pajarito
104.85,15522,Panqueba
80.36,15531,Pauna
50.7,15533,Paya
78.95,15537,Paz de Río
78.59,15542,Pesca
63.97,15550,Pisba
92.85,15572,Puerto Boyacá
74.33,15580,Quípama
87.43,15599,Ramiriquí
70.58,15600,Ráquira
76.97,15621,Rondón
72.27,15632,Saboyá
63.45,15638,Sáchica
109.54,15646,Samacá
102.27,15660,San Eduardo
74.39,15664,San José de Pare
79.72,15667,San Luis de Gaceno
104.3,15673,San Mateo
113.36,15676,San Miguel de Sema
74.04,15681,San Pablo de Borbur
86.95,15686,Santana
88.58,15690,Santa María
75.5,15693,Santa Rosa de Viterbo
86.7,15696,Santa Sofía
74.4,15720,Sativanorte
109.52,15723,Sativasur
93.4,15740,Siachoque
91.02,15753,Soatá
88.0,15755,Socotá
115.27,15757,Socha
111.49,15759,Sogamoso
113.24,15761,Somondoco
81.4,15762,Sora
66.72,15763,Sotaquirá
128.18,15764,Soracá
75.15,15774,Susacón
68.46,15776,Sutamarchán
56.49,15778,Sutatenza
79.1,15790,Tasco
84.13,15798,Tenza
73.04,15804,Tibaná
80.17,15806,Tibasosa
72.68,15808,Tinjacá
83.96,15810,Tipacoque
95.04,15814,Toca
87.46,15816,Togüí
83.0,15820,Tópaga
82.09,15822,Tota
104.26,15832,Tununguá
123.19,15835,Turmequé
110.04,15837,Tuta
90.24,15839,Tutazá
74.0,15842,Umbita
82.88,15861,Ventaquemada
56.44,15879,Viracachá
95.51,15897,Zetaquira
74.51,17001,Manizales
76.79,17013,Aguadas
71.12,17042,Anserma
85.11,17050,Aranzazu
67.96,17088,Belalcázar
84.6,17174,Chinchiná
61.97,17272,Filadelfia
76.21,17380,La Dorada
89.02,17388,La Merced
77.29,17433,Manzanares
81.77,17442,Marmato
86.81,17444,Marquetalia
66.43,17446,Marulanda
84.46,17486,Neira
86.44,17495,Norcasia
76.61,17513,Pácora
77.58,17524,Palestina
77.43,17541,Pensilvania
84.46,17614,Riosucio
88.01,17616,Risaralda
64.35,17653,Salamina
81.64,17662,Samaná
89.89,17665,San José
76.36,17777,Supía
73.99,17867,Victoria
75.09,17873,Villamaría
81.53,17877,Viterbo
78.45,18001,Florencia
60.27,18029,Albania
59.76,18094,Belén de los Andaquies
62.55,18150,Cartagena del Chairá
76.87,18205,Curillo
74.23,18247,El Doncello
46.68,18256,El Paujil
61.82,18410,La Montañita
45.65,18460,Milán
69.2,18479,Morelia
57.66,18592,Puerto Rico
62.36,18610,San José del Fragua
71.73,18753,San Vicente del Caguán
45.12,18756,Solano
64.4,18785,Solita
52.44,18860,Valparaíso
93.76,19001,Popayán
55.17,19022,Almaguer
72.4,19050,Argelia
59.03,19075,Balboa
74.33,19100,Bolívar
